ProjID,market,leaseup_months,stabilized,Name,Submarket,Quantity,AreaPerUnit,occ_velocity,concession_burn_rate,rent_gap_vs_submarket,grade_score,delivery_era,delivery_season,log_quantity,season_enc,era_enc,market_enc,cluster,tsne_x,tsne_y
36484,"Austin-Round Rock, TX",27.0,True,Lamar Union,South Austin,442,817,0.03166666666666667,-0.00047691430551526597,639.0,1.0,Expansion,Fall,6.091309882077698,2,2,1,0,-12.545466,-5.9368205
53330,"Austin-Round Rock, TX",8.0,True,Landmark Conservancy,Southwest Austin,240,832,0.09733333333333334,-0.005061983471074375,-51.0,4.0,Expansion,Winter,5.480638923341991,3,2,1,0,-9.003564,2.8238068
86185,"Austin-Round Rock, TX",21.0,True,Lantower Ambrosio,Pflugerville/Wells Branch,370,753,0.043333333333333335,-0.0013371178043166069,12.0,3.0,Expansion,Fall,5.91350300563827,2,2,1,0,-5.2235065,-1.6811943
57279,"Austin-Round Rock, TX",16.0,True,Lantower Tech Ridge,Pflugerville/Wells Branch,375,726,0.08966666666666667,0.0011824324324324312,-43.0,1.0,Expansion,Spring,5.926926025970411,0,2,1,0,2.7369957,-3.8913932
20040,"Austin-Round Rock, TX",19.0,True,Las Brisas Luxury Apartment Homes,Round Rock/Georgetown,414,990,0.08933333333333333,-0.0006433854011209471,169.5,4.0,Recovery,Spring,6.025865973825314,0,1,1,2,4.479606,10.480342
64775,"Austin-Round Rock, TX",22.0,True,Latitude at Presidio,Cedar Park,337,1018,0.052333333333333336,-0.0017494306098486774,284.0,2.0,Expansion,Winter,5.820082930352362,3,2,1,0,-14.526973,1.0573474
10258133,"Austin-Round Rock, TX",,False,Leander Junction,Cedar Park,288,793,0.066,0.019521329576822996,-91.0,,COVID,Summer,5.662960480135946,1,3,1,0,-0.38706398,-7.9287286
33925,"Austin-Round Rock, TX",13.0,True,Legends Lakeline,Cedar Park,222,965,0.066,-0.0027525168508865682,245.0,1.0,Recovery,Winter,5.402677381872279,3,1,1,0,-10.771991,-10.113091
65626,"Austin-Round Rock, TX",12.0,True,Lenox Boardwalk,Riverside,338,816,0.034333333333333334,-0.0013328904756926333,538.0,1.0,Expansion,Fall,5.823045895483019,2,2,1,0,-11.92163,-5.164996
82401,"Austin-Round Rock, TX",,False,Lenox Ridge,Northwest Austin,350,904,0.06566666666666666,0.00347338131085788,267.5,,Expansion,Fall,5.857933154483459,2,2,1,0,-7.68323,-1.3344623
91541,"Austin-Round Rock, TX",,False,Lenox SOCO,Far South Austin,300,832,0.09666666666666668,0.0006250438873673991,102.0,,COVID,Spring,5.703782474656201,0,3,1,0,0.96034443,-3.22298
76201,"Austin-Round Rock, TX",12.0,True,Lenox Springs I,Far South Austin,400,825,0.05100000000000001,0.0,107.0,2.0,Expansion,Fall,5.991464547107982,2,2,1,0,-6.7556853,-1.9494184
10261515,"Austin-Round Rock, TX",,False,Linea Stillwater,Round Rock/Georgetown,230,1534,0.03333333333333333,-0.0118439716312058,306.5,,COVID,Spring,5.438079308923196,0,3,1,1,-11.219009,11.733757
53642,"Austin-Round Rock, TX",12.0,True,Lone Oak,Round Rock/Georgetown,304,986,0.08533333333333333,-0.003438688908399183,123.5,2.0,Expansion,Summer,5.717027701406222,1,2,1,0,-0.6291084,1.5827839
36477,"Austin-Round Rock, TX",10.0,True,Lotus Village,North Central Austin,222,922,0.08233333333333333,-0.00169491525423728,266.5,4.0,Recovery,Summer,5.402677381872279,1,1,1,2,7.2080154,11.072291
10263165,"Austin-Round Rock, TX",,False,Mansions at Onion Creek,Southeast Austin,434,942,0.06899999999999999,-0.035327368092622394,164.5,,COVID,Summer,6.073044534100405,1,3,1,0,7.4426637,-14.53716
10258176,"Austin-Round Rock, TX",,False,Mariposa Flats,Riverside,122,566,0.043666666666666666,0.013562091503267981,67.5,,COVID,Spring,4.804021044733257,0,3,1,0,5.6150665,4.0814476
51760,"Austin-Round Rock, TX",16.0,True,Marq on Burnet,Near North Austin,343,747,0.07466666666666667,-0.001833180924654125,369.5,1.0,Expansion,Summer,5.8377304471659395,1,2,1,0,3.998189,-2.7302272
58357,"Austin-Round Rock, TX",11.0,True,Marq Uptown,Downtown/University,265,877,0.09299999999999999,0.0,-65.0,6.0,Expansion,Spring,5.579729825986222,0,2,1,2,0.3718472,7.921036
19960,"Austin-Round Rock, TX",13.0,True,Marquis at Canyon Ridge,East Austin,264,880,0.07333333333333333,-4.820206304829988e-05,200.0,5.0,Pre-GFC,Summer,5.575949103146316,1,0,1,2,7.1852684,13.208216
58950,"Austin-Round Rock, TX",8.0,True,Marquis at Star Ranch,Round Rock/Georgetown,402,1026,0.04133333333333333,0.0,246.0,1.0,Recovery,Fall,5.996452088619021,2,1,1,0,-7.1189466,-10.82863
19622,"Austin-Round Rock, TX",11.0,True,Marquis Lakeline Station,Cedar Park,344,1012,0.056333333333333326,0.018199068483698472,151.0,6.0,Pre-GFC,Spring,5.840641657373398,0,0,1,2,5.5458584,12.453121
34862,"Austin-Round Rock, TX",11.0,True,Marquis on Lakeline,Cedar Park,352,783,0.06633333333333334,0.0,-42.0,1.0,Recovery,Winter,5.863631175598097,3,1,1,0,-9.143967,-8.068527
53648,"Austin-Round Rock, TX",7.0,True,Marquis Soco,Far South Austin,140,903,0.09066666666666666,-0.0007085264628696435,176.0,2.0,Expansion,Winter,4.941642422609304,3,2,1,0,-11.326667,5.6886888
10252087,"Austin-Round Rock, TX",10.0,True,McCarty Commons,San Marcos,249,983,0.05733333333333334,0.0,374.0,,Expansion,Fall,5.517452896464707,2,2,1,0,-5.9368596,3.5130606
35678,"Austin-Round Rock, TX",16.0,True,Midtown Commons at Crestview Station II,North Central Austin,246,769,0.0,0.0,564.5,1.0,Recovery,Spring,5.5053315359323625,0,1,1,1,11.123442,-8.8082905
19199,"Austin-Round Rock, TX",16.0,True,Mosaic at Mueller,East Austin,441,978,0.037,-0.006305929541046619,621.0,1.0,Recovery,Spring,6.089044875446846,0,1,1,1,8.750244,-8.629505
42660,"Austin-Round Rock, TX",10.0,True,Muir Lake,Cedar Park,332,968,0.07433333333333332,0.0,338.5,1.0,Expansion,Winter,5.805134968916488,3,2,1,0,-13.763397,1.167584
42276,"Austin-Round Rock, TX",16.0,True,Northshore Austin I,Downtown/University,439,1019,0.11599999999999999,0.0,1498.0,1.0,Expansion,Spring,6.0844994130751715,0,2,1,1,15.159923,-1.1091818
37339,"Austin-Round Rock, TX",6.0,True,Oaks at Tech Ridge,Pflugerville/Wells Branch,336,739,0.1446666666666667,0.0023653566229985498,-38.0,1.0,Recovery,Fall,5.817111159963204,2,1,1,0,-13.87774,-10.943973
71761,"Austin-Round Rock, TX",9.0,True,Oaks of Kyle,San Marcos,203,849,0.08866666666666667,-0.0014775413711584,170.0,3.0,Expansion,Fall,5.313205979041787,2,2,1,0,-7.4972954,2.0628414
86203,"Austin-Round Rock, TX",18.0,True,Oaks on Marketplace,San Marcos,254,854,0.05133333333333332,0.0017135642135642157,246.0,2.0,Expansion,Fall,5.537334267018537,2,2,1,0,-8.280228,-0.5651668
55187,"Austin-Round Rock, TX",15.0,True,Ocotillo,Southwest Austin,308,852,0.051666666666666666,-0.0007458789955214197,-37.0,3.0,Expansion,Fall,5.730099782973574,2,2,1,0,-5.7169123,-0.46698576
10253991,"Austin-Round Rock, TX",3.0,True,Oxford at Santa Clara,Pflugerville/Wells Branch,300,800,0.13333333333333333,0.0,40.0,1.0,Expansion,Winter,5.703782474656201,3,2,1,0,-13.432336,3.753048
33780,"Austin-Round Rock, TX",5.0,True,Oxford at Tech Ridge,North Central Austin,256,866,0.138,-0.00275689223057644,175.0,1.0,Recovery,Summer,5.545177444479562,1,1,1,0,6.388581,1.3114159
19831,"Austin-Round Rock, TX",7.0,True,Palm Valley Apartments,Round Rock/Georgetown,340,971,0.07366666666666667,0.010385453315766143,94.5,4.0,Recovery,Spring,5.8289456176102075,0,1,1,2,5.287252,10.118515
91026,"Austin-Round Rock, TX",13.0,True,Palo Verde,Southwest Austin,296,858,0.042666666666666665,-0.00454839874015437,-109.0,3.0,Expansion,Summer,5.69035945432406,1,2,1,0,-3.223415,-0.45511115
53304,"Austin-Round Rock, TX",12.0,True,Parallax @ Georgetown,Round Rock/Georgetown,288,831,0.11699999999999999,-0.006867283950617284,0.0,3.0,Expansion,Spring,5.662960480135946,0,2,1,0,2.7472374,2.9541888
42348,"Austin-Round Rock, TX",19.0,True,Park at Crystal Falls I,Cedar Park,242,869,0.065,0.0028599105124775107,170.0,1.0,Expansion,Fall,5.488937726156687,2,2,1,0,-8.562314,-0.5123135
71883,"Austin-Round Rock, TX",14.0,True,Park at Crystal Falls II,Cedar Park,237,868,0.05499999999999999,0.0008357477156229075,44.0,4.0,Expansion,Spring,5.4680601411351315,0,2,1,2,1.7255951,7.771037
87856,"Austin-Round Rock, TX",17.0,True,Park Place at Loyola,East Austin,252,1015,0.04966666666666664,0.006624927198602235,169.0,7.0,Pre-GFC,Summer,5.529429087511423,1,0,1,2,5.5137496,13.146268
10255506,"Austin-Round Rock, TX",,False,Parkside at Round Rock,Round Rock/Georgetown,432,933,0.10699999999999998,-0.0003067206824432095,108.0,,COVID,Summer,6.068425588244111,1,3,1,0,0.49921173,-1.8323903
66015,"Austin-Round Rock, TX",4.0,True,Parkway Grande,San Marcos,192,834,0.10066666666666668,-0.041708043694141,18.5,1.0,Expansion,Summer,5.2574953720277815,1,2,1,0,7.5597315,-15.22128
19952,"Austin-Round Rock, TX",12.0,True,Parmer Place,East Austin,290,1123,0.06666666666666667,0.0035885183488327914,411.0,4.0,Pre-GFC,Summer,5.66988092298052,1,0,1,2,9.831382,9.750425
59700,"Austin-Round Rock, TX",17.0,True,Pearl Lantana,Southwest Austin,444,952,0.163,0.004431047936042489,87.5,5.0,Expansion,Summer,6.095824562432225,1,2,1,2,3.5141382,5.595415
71006,"Austin-Round Rock, TX",14.0,True,Platform,East Austin,355,829,0.044000000000000004,-0.001036711985344971,495.0,1.0,Expansion,Fall,5.872117789475416,2,2,1,0,-11.90407,-5.061807
10262644,"Austin-Round Rock, TX",,False,Platform II,East Austin,202,824,0.074,-0.0401769517291036,339.0,,COVID,Summer,5.308267697401205,1,3,1,0,7.512553,-14.99838
90351,"Austin-Round Rock, TX",9.0,True,Plum Creek Vue,San Marcos,180,913,0.10933333333333332,-0.008421363934625944,180.0,2.0,Expansion,Summer,5.19295685089021,1,2,1,0,0.5164826,3.2760324
34865,"Austin-Round Rock, TX",10.0,True,Post South Lamar I,South Austin,298,853,0.043666666666666666,0.0003338898163605999,644.5,1.0,Recovery,Fall,5.697093486505405,2,1,1,1,13.506905,-5.734779
48351,"Austin-Round Rock, TX",14.0,True,Post South Lamar II,South Austin,344,734,0.068,-0.00038419699135471393,410.0,2.0,Expansion,Summer,5.840641657373398,1,2,1,0,3.686236,-2.547117
26425,"Austin-Round Rock, TX",7.0,True,Post West Austin,Near North Austin,329,889,0.057666666666666665,5.152187872185997e-05,418.5,1.0,Recovery,Winter,5.796057750765372,3,1,1,0,-9.093467,-9.969475
75981,"Austin-Round Rock, TX",,False,Presidium at The Pecan District,Pflugerville/Wells Branch,272,778,0.039999999999999994,0.03182150799913949,-4.0,,COVID,Summer,5.605802066295998,1,3,1,0,-0.55021036,-8.443207
19639,"Austin-Round Rock, TX",3.0,True,Pressler,Downtown/University,168,903,0.05766666666666668,0.025447773261810264,289.0,3.0,Recovery,Winter,5.123963979403259,3,1,1,2,9.412442,16.88225
42127,"Austin-Round Rock, TX",13.0,True,Promesa,Far West Austin,271,973,0.0023333333333333353,0.0,350.0,1.0,Recovery,Spring,5.602118820879701,0,1,1,1,7.646648,-9.247982
71727,"Austin-Round Rock, TX",1.0,True,Provenza At Plum Creek,San Marcos,180,839,0.08333333333333333,0.0,119.0,1.0,Expansion,Summer,5.19295685089021,1,2,1,0,1.0828482,2.3943448
86449,"Austin-Round Rock, TX",,False,Quest,Cedar Park,333,810,0.034999999999999996,-0.005303042549713768,132.0,,COVID,Summer,5.808142489980444,1,3,1,0,-1.2575369,-5.0583405
64183,"Austin-Round Rock, TX",15.0,True,Radius on Grove,Riverside,156,1095,0.05566666666666667,-0.00557103064066852,253.5,4.0,Expansion,Spring,5.049856007249537,0,2,1,2,-2.6886797,6.0076656
52349,"Austin-Round Rock, TX",13.0,True,Regal Parc II,Cedar Park,123,972,0.026999999999999996,-2.6688053476566264e-19,154.0,7.0,Expansion,Fall,4.812184355372417,2,2,1,2,-5.616359,8.9102745
82462,"Austin-Round Rock, TX",,False,Residences at Saltillo,East Austin,703,781,0.08633333333333333,0.006914630328769031,722.0,,Expansion,Summer,6.555356891810665,1,2,1,0,-14.02446,-7.8986006
57043,"Austin-Round Rock, TX",21.0,True,Retreat at Wolf Ranch,Round Rock/Georgetown,325,927,0.022000000000000002,0.003605340187049328,306.0,2.0,Expansion,Winter,5.783825182329737,3,2,1,0,-14.005512,-0.9757196
10253505,"Austin-Round Rock, TX",,False,Rhythm,Cedar Park,262,831,0.10300000000000001,0.00030042429307809704,69.0,,COVID,Summer,5.568344503761097,1,3,1,0,0.33636975,-3.2655747
37912,"Austin-Round Rock, TX",16.0,True,RiverView,Riverside,302,925,0.09733333333333333,0.0002830900855561175,1654.0,1.0,Recovery,Summer,5.71042701737487,1,1,1,1,14.922386,-1.9651042
43630,"Austin-Round Rock, TX",19.0,True,Sabina Apartments,Downtown/University,298,832,0.030333333333333334,6.379585326953697e-05,-63.0,6.0,Expansion,Winter,5.697093486505405,3,2,1,2,-4.6599364,10.582973
76210,"Austin-Round Rock, TX",20.0,True,Sadler House,San Marcos,240,872,0.02766666666666667,0.00043478260869564964,215.0,4.0,Expansion,Fall,5.480638923341991,2,2,1,2,-4.7774277,7.2156453
36130,"Austin-Round Rock, TX",7.0,True,Seven,Downtown/University,220,924,0.08933333333333332,0.0017109287785979585,838.0,1.0,Expansion,Spring,5.393627546352362,0,2,1,1,10.890518,-2.0759652
38748,"Austin-Round Rock, TX",10.0,True,Silverado Crossing,San Marcos,300,852,0.07666666666666666,0.0,152.5,2.0,Recovery,Spring,5.703782474656201,0,1,1,0,8.19366,2.722423
41329,"Austin-Round Rock, TX",17.0,True,Skyhouse Austin,Downtown/University,320,791,0.06366666666666666,-0.0005230245514687764,214.5,1.0,Recovery,Winter,5.768320995793772,3,1,1,0,-9.15668,-8.457232
10252263,"Austin-Round Rock, TX",,False,Society SoCo,Far South Austin,262,757,0.033999999999999996,-0.0002545134302070068,66.5,,COVID,Summer,5.568344503761097,1,3,1,0,-1.2100856,-5.410111
35835,"Austin-Round Rock, TX",24.0,True,South Shore District I,Riverside,250,916,0.048999999999999995,0.00140924464487035,821.5,1.0,Recovery,Summer,5.521460917862246,1,1,1,1,13.25953,-4.108022
42066,"Austin-Round Rock, TX",16.0,True,South Shore District II,Riverside,162,1035,0.05766666666666667,-0.0026028277634961433,1000.0,1.0,Expansion,Spring,5.087596335232384,0,2,1,1,12.365545,-2.1624827
50271,"Austin-Round Rock, TX",12.0,True,South Shore District III,Riverside,94,885,0.13466666666666668,0.0011105920754793167,736.0,1.0,Expansion,Summer,4.543294782270004,1,2,1,1,-8.926539,10.087095
71766,"Austin-Round Rock, TX",11.0,True,Southpark Crossing,Southeast Austin,308,801,0.06933333333333333,0.0037186486272648184,79.5,2.0,Expansion,Fall,5.730099782973574,2,2,1,0,-7.0672045,-0.37457705
76064,"Austin-Round Rock, TX",19.0,True,Springs at Lakeline,Northwest Austin,328,975,0.013999999999999999,0.0032951160061388475,180.0,8.0,Expansion,Summer,5.793013608384144,1,2,1,2,0.26368088,12.235706
76059,"Austin-Round Rock, TX",15.0,True,Springs at Round Rock,Round Rock/Georgetown,260,977,0.03333333333333333,0.005804311774461027,150.0,6.0,Expansion,Spring,5.560681631015528,0,2,1,2,0.36173445,11.2969475
10251497,"Austin-Round Rock, TX",15.0,True,Springs at Sunfield,San Marcos,256,965,0.044333333333333336,-0.0017880383476770534,234.0,3.0,Expansion,Summer,5.545177444479562,1,2,1,0,-2.8256142,2.6839921
10252391,"Austin-Round Rock, TX",,False,St Johns West,North Central Austin,297,739,0.08850000000000002,0.05649181765049685,346.0,,COVID,Summer,5.6937321388027,1,3,1,0,-0.780347,-9.152715
71887,"Austin-Round Rock, TX",8.0,True,Still Waters,Southeast Austin,512,919,0.03333333333333336,-0.0004015972986244499,-1.0,5.0,Expansion,Summer,6.238324625039508,1,2,1,2,0.87989974,10.285424
10255590,"Austin-Round Rock, TX",10.0,True,Stone Hill,Pflugerville/Wells Branch,300,905,0.14533333333333334,0.00015302218821728898,63.0,2.0,Expansion,Summer,5.703782474656201,1,2,1,0,3.01685,1.3461063
44692,"Austin-Round Rock, TX",18.0,True,Sur512,Far South Austin,352,895,0.05466666666666667,9.500655925285016e-05,322.0,1.0,Expansion,Spring,5.863631175598097,0,2,1,0,6.1109867,-5.942561
34863,"Austin-Round Rock, TX",17.0,True,Sync at Mueller,East Austin,300,922,0.04566666666666666,0.0,929.5,1.0,Recovery,Winter,5.703782474656201,3,1,1,1,15.507726,-5.731787
45203,"Austin-Round Rock, TX",9.0,True,Sync at Purgatory Creek,San Marcos,286,961,0.014333333333333345,0.0,385.0,1.0,Recovery,Winter,5.655991810819852,3,1,1,0,-9.593631,-11.186171
65660,"Austin-Round Rock, TX",13.0,True,Tacara at Steiner Ranch,Far West Austin,246,961,0.046000000000000006,0.0,351.0,1.0,Expansion,Spring,5.5053315359323625,0,2,1,0,5.844758,-7.002197
37334,"Austin-Round Rock, TX",6.0,True,Ten Oaks,North Central Austin,192,946,0.11266666666666668,0.0,318.0,1.0,Recovery,Winter,5.2574953720277815,3,1,1,0,-13.084978,6.5147157
90985,"Austin-Round Rock, TX",17.0,True,Terra,Southeast Austin,372,955,0.0,0.001505166381905459,273.0,2.0,Expansion,Spring,5.918893854273146,0,2,1,0,4.7775087,-9.318103
42567,"Austin-Round Rock, TX",19.0,True,The 704,South Austin,378,854,0.03766666666666667,0.005514705882352947,506.5,4.0,Recovery,Fall,5.934894195619588,2,1,1,2,-4.4180408,-4.538479
38382,"Austin-Round Rock, TX",22.0,True,The Addison at Kramer Station,North Central Austin,388,904,0.05333333333333332,-0.003579098067287041,554.0,1.0,Expansion,Spring,5.961005339623274,0,2,1,0,6.9594207,-6.4361014
10253994,"Austin-Round Rock, TX",,False,The Alden at Cedar Park,Cedar Park,349,902,0.037,0.002572156969862512,163.0,,COVID,Winter,5.855071922202427,3,3,1,0,-16.371181,-1.2509599
44404,"Austin-Round Rock, TX",13.0,True,The Allure,Cedar Park,334,962,0.039,0.0,435.0,1.0,Recovery,Winter,5.811140992976701,3,1,1,0,-9.18369,-10.771723
56174,"Austin-Round Rock, TX",24.0,True,The Arnold,East Austin,346,771,0.015666666666666666,-0.0006907792103840292,1047.5,1.0,Expansion,Summer,5.846438775057725,1,2,1,1,10.708191,-6.3447566
34006,"Austin-Round Rock, TX",9.0,True,The Asten at Ribelin Ranch,Far West Austin,350,979,0.05233333333333334,0.0019718032140392232,206.5,1.0,Recovery,Fall,5.857933154483459,2,1,1,0,-7.0159435,-10.249708
19869,"Austin-Round Rock, TX",10.0,True,The Beverly,Downtown/University,120,1047,0.06933333333333332,-0.004003370245546459,524.0,5.0,Pre-GFC,Summer,4.787491742782046,1,0,1,2,9.198323,10.954298
37790,"Austin-Round Rock, TX",24.0,True,The Bowie,Downtown/University,358,1010,0.05400000000000001,0.0034794971565399583,1386.5,1.0,Expansion,Spring,5.8805329864007,0,2,1,1,15.723172,-1.3968762
10253936,"Austin-Round Rock, TX",,False,The Braxton,Near North Austin,52,811,0.05766666666666668,0.001788650625859933,795.0,,Expansion,Winter,3.9512437185814275,3,2,1,1,-8.595826,8.660919
19839,"Austin-Round Rock, TX",11.0,True,The Bridge at Centeridge,North Central Austin,348,793,0.08033333333333333,0.016500262743037272,200.0,4.0,Pre-GFC,Summer,5.8522024797744745,1,0,1,2,7.114583,14.805779
10253094,"Austin-Round Rock, TX",,False,The Carroll at Rivery Ranch,Round Rock/Georgetown,360,921,0.02333333333333333,-0.00017871686756245567,88.5,,Expansion,Spring,5.886104031450156,0,2,1,0,4.3567758,-8.594496
42336,"Austin-Round Rock, TX",16.0,True,The Catherine,South Austin,300,897,0.03666666666666667,-0.004271844660194175,1140.0,1.0,Expansion,Winter,5.703782474656201,3,2,1,1,17.017653,-5.0038586
85403,"Austin-Round Rock, TX",,False,The Clark,Downtown/University,226,876,0.11966666666666666,-1.2755319676300052e-20,783.0,1.0,Expansion,Spring,5.420534999272286,0,2,1,1,9.998897,-1.7775748
10254371,"Austin-Round Rock, TX",,False,The Conley,Cedar Park,259,929,0.04999999999999999,0.0,-85.0,,COVID,Summer,5.556828061699537,1,3,1,0,0.13727203,-5.5803037
90771,"Austin-Round Rock, TX",,False,The Copeland,North Central Austin,328,748,0.10666666666666665,-0.005569205569205574,465.0,,Expansion,Summer,5.793013608384144,1,2,1,0,4.3880305,-1.7497383
65886,"Austin-Round Rock, TX",5.0,True,The Corner,Downtown/University,63,1330,0.0,0.007093096896770119,1268.0,2.0,Expansion,Spring,4.143134726391533,0,2,1,1,18.843725,1.7094493
20697,"Austin-Round Rock, TX",18.0,True,The Cove at Saddle Creek,Far South Austin,208,787,0.06566666666666666,0.0092282918369875,0.0,3.0,Pre-GFC,Fall,5.337538079701318,2,0,1,2,7.6553183,15.777894
35750,"Austin-Round Rock, TX",14.0,True,The Davis SoCo,South Austin,375,975,0.06433333333333334,0.006101173019459499,657.0,2.0,Pre-GFC,Summer,5.926926025970411,1,0,1,1,11.356544,6.6261663
92221,"Austin-Round Rock, TX",,False,The Elizabeth at Presidio,Cedar Park,373,1020,0.036,-0.001316268699143666,455.0,,Expansion,Winter,5.921578419643816,3,2,1,0,-15.211109,0.68198293
52348,"Austin-Round Rock, TX",17.0,True,The Emerson,Pflugerville/Wells Branch,384,941,0.018,-2.0408511482080083e-19,93.0,4.0,Expansion,Spring,5.950642552587727,0,2,1,2,1.6668762,9.798253
65404,"Austin-Round Rock, TX",12.0,True,The Fairways at Star Ranch,Round Rock/Georgetown,396,1034,0.11099999999999999,-0.00897533589461246,173.0,3.0,Recovery,Fall,5.981414211254481,2,1,1,2,-9.245054,5.76568
10252089,"Austin-Round Rock, TX",14.0,True,The Fitzroy San Marcos,San Marcos,176,875,0.08133333333333333,0.0,250.0,,Expansion,Summer,5.170483995038151,1,2,1,0,0.5164468,2.707282
10251563,"Austin-Round Rock, TX",,False,The Flats at Shadowglen,East Austin,248,844,0.106,0.004006410256410266,-2.0,,COVID,Spring,5.5134287461649825,0,3,1,0,0.91535914,-3.6514883
91019,"Austin-Round Rock, TX",,False,The Grand at the Domain,North Central Austin,180,928,0.02566666666666666,-0.006659112605914487,1186.0,,COVID,Winter,5.19295685089021,3,3,1,1,18.2126,-5.5249662
69751,"Austin-Round Rock, TX",5.0,True,The Green at Plum Creek,San Marcos,246,838,0.01366666666666668,0.0,343.5,1.0,Expansion,Winter,5.5053315359323625,3,2,1,0,-14.154012,-3.4117303
88636,"Austin-Round Rock, TX",8.0,True,The Guthrie,East Austin,322,735,0.058666666666666666,-0.0015122400790304382,443.0,2.0,Expansion,Winter,5.7745515455444085,3,2,1,0,-12.080176,-3.668839
88543,"Austin-Round Rock, TX",5.0,True,The Heights on Parmer,North Central Austin,282,841,-0.028666666666666656,0.0,-43.0,7.0,Expansion,Winter,5.641907070938114,3,2,1,2,-4.627211,10.678424
77756,"Austin-Round Rock, TX",11.0,True,The Highlands,Pflugerville/Wells Branch,292,857,0.071,0.007582139848357209,45.0,3.0,Expansion,Winter,5.676753802268282,3,2,1,0,-8.841108,1.0191425
42323,"Austin-Round Rock, TX",10.0,True,The Landing Double Creek,Far South Austin,293,831,0.1466666666666667,-0.0015519100332048899,66.5,2.0,Recovery,Spring,5.680172609017068,0,1,1,0,6.080569,1.6812934
42292,"Austin-Round Rock, TX",7.0,True,The M at Lakeline,Cedar Park,374,1163,0.11233333333333334,0.0,491.0,1.0,Expansion,Spring,5.924255797414532,0,2,1,1,7.989207,-4.9974084
10253142,"Austin-Round Rock, TX",,False,The Magnolia at Crestview,Near North Austin,226,893,0.016333333333333335,0.010297024363278399,405.0,,COVID,Spring,5.420534999272286,0,3,1,0,1.8818535,-8.1061945
19963,"Austin-Round Rock, TX",31.0,True,The Marquis at Brushy Creek,Cedar Park,360,977,0.03966666666666666,0.0030373754704156775,69.0,5.0,Pre-GFC,Fall,5.886104031450156,2,0,1,2,8.463631,13.292064
66282,"Austin-Round Rock, TX",21.0,True,The Michael at Presidio,Cedar Park,415,892,0.037,-0.00019021002776759992,152.0,1.0,Expansion,Fall,6.028278520230698,2,2,1,0,-7.8319635,-2.6794548
19152,"Austin-Round Rock, TX",14.0,True,The Monarch by Windsor,Downtown/University,305,1265,0.083,0.001276040121075436,1408.0,5.0,Pre-GFC,Spring,5.720311776607412,0,0,1,1,16.178806,5.0945425
42760,"Austin-Round Rock, TX",9.0,True,The Monterra Apartments,Northwest Austin,255,882,0.06033333333333334,0.0,88.5,3.0,Recovery,Fall,5.541263545158426,2,1,1,2,-6.2466116,-5.872825
10253992,"Austin-Round Rock, TX",11.0,True,The Park at Estancia,Southeast Austin,320,878,0.10066666666666667,-0.0005765324731640454,115.0,2.0,Expansion,Summer,5.768320995793772,1,2,1,0,0.91640157,-0.010608033
10253290,"Austin-Round Rock, TX",11.0,True,The Ridge at Headwaters,Southwest Austin,168,880,0.09499999999999999,0.0,-16.0,4.0,Expansion,Summer,5.123963979403259,1,2,1,2,-0.595214,5.3912873
82343,"Austin-Round Rock, TX",,False,The Saint Mary,Southwest Austin,240,1003,0.12066666666666666,0.000261816959916,-51.0,,Expansion,Summer,5.480638923341991,1,2,1,0,1.962143,1.4763364
56838,"Austin-Round Rock, TX",7.0,True,The Santal I,Southwest Austin,236,982,0.10866666666666668,0.01330494944119213,351.5,1.0,Expansion,Summer,5.4638318050256105,1,2,1,0,2.6848233,-0.58091605
82277,"Austin-Round Rock, TX",8.0,True,The Santal II,Southwest Austin,212,988,0.03933333333333334,-0.0033131633171238134,208.0,4.0,Expansion,Fall,5.356586274672012,2,2,1,2,-4.216227,7.3184514
10251501,"Austin-Round Rock, TX",9.0,True,The Sarah,Cedar Park,270,997,0.07433333333333335,-0.014476614699331888,-95.0,5.0,Expansion,Fall,5.598421958998375,2,2,1,2,-3.1205013,12.264652
34301,"Austin-Round Rock, TX",10.0,True,The Settlement,San Marcos,396,747,0.02366666666666667,-0.008078355812459881,43.0,3.0,Recovery,Fall,5.981414211254481,2,1,1,0,-4.9220734,-2.8726623
71772,"Austin-Round Rock, TX",5.0,True,The Standard at Domain North Side,North Central Austin,563,794,0.12333333333333335,-0.0166992824527071,486.0,1.0,Expansion,Summer,6.333279628139691,1,2,1,0,5.7098527,-1.3490592
66304,"Austin-Round Rock, TX",11.0,True,The Standard at Leander Station,Cedar Park,225,858,0.13199999999999998,0.007582205029013545,-65.0,4.0,Expansion,Spring,5.41610040220442,0,2,1,2,1.9777712,5.0266833
55211,"Austin-Round Rock, TX",14.0,True,The Summit at Rivery Park I,Round Rock/Georgetown,228,817,0.06,0.0,128.5,1.0,Expansion,Spring,5.429345628954441,0,2,1,0,3.766745,-5.1205096
71824,"Austin-Round Rock, TX",23.0,True,The View at Cedar Park,Cedar Park,166,911,0.015999999999999997,-0.0020949241019300735,56.0,2.0,Expansion,Summer,5.111987788356544,1,2,1,0,-3.6495416,3.622204
13268,"Austin-Round Rock, TX",19.0,True,The Villas of Cordoba,Southeast Austin,156,1102,0.0,0.0,-76.0,9.0,Pre-GFC,Spring,5.049856007249537,0,0,1,2,2.8694322,13.7240925
